Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,AvgQuantityPerTransaction,CustomerTenureDays,FirstPurchaseDaysAgo,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,AvgProductsPerTransaction,NegativeQuantityCount,ZeroPriceCount,ReturnRatio,Age,SupportTicketsCount,SatisfactionScore,AgeCategory,SpendingCategory,PreferredTimeOfDay,ChurnRiskCategory,BasketSizeCategory,Churn,IsOutlier,RegYear,RegMonth,RegDay,RegWeekday,RegQuarter,AccountAgeDays,AvgBasketValue,TenureRatio,IsPrivateIP,CustomerType_Hyperactif,CustomerType_Nouveau,CustomerType_Occasionnel,CustomerType_Régulier,FavoriteSeason_Automne,FavoriteSeason_Hiver,FavoriteSeason_Printemps,FavoriteSeason_Été,Region_Europe continentale,Region_UK,WeekendPreference_Inconnu,WeekendPreference_Semaine,ProductDiversity_Explorateur,ProductDiversity_Spécialisé,Gender_F,Gender_M,Gender_Unknown,AccountStatus_Active,AccountStatus_Closed,AccountStatus_Pending,AccountStatus_Suspended,PreferredDayOfWeek_sin,PreferredDayOfWeek_cos,PreferredHour_cos,PreferredMonth_sin,PreferredMonth_cos
4.0,39.0,9803.96,81.69966666666666,72.28493846784211,51.43333333333333,363.0,367,0.0083333333333333,2.907563025210084,48,1.2307692307692308,1,0,0.0083333333333333,50,2.0,5.0,6,3,2,0,2,0,1,2010,12,5,6,4,390,251.3835897435897,0.011019283746556474,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
2.0,18.0,2929.84,19.27526315789473,17.789955792036338,13.210526315789474,364.0,367,0.0986842105263157,2.3509933774834435,53,2.9444444444444446,9,0,0.0592105263157894,38,2.0,4.0,6,3,0,0,1,0,0,2010,9,20,0,3,466,162.7688888888889,0.005494505494505495,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9659258262890682,-2.4492935982947064e-16,1.0
4.0,22.0,10097.37,25.56296202531646,23.165488960252706,9.70379746835443,362.0,367,0.0632911392405063,0.9035532994923858,270,12.272727272727272,13,0,0.0329113924050632,23,2.0,3.0,0,3,1,0,1,0,0,2010,12,10,4,4,385,458.97136363636366,0.011049723756906077,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-1.0,1.2246467991473532e-16,-1.0
56.0,5.0,2806.9,12.36519823788546,11.01962807663006,6.506607929515418,310.0,367,0.0,1.3628318584070795,175,35.0,0,0,0.0,52,2.0,4.0,3,3,1,1,1,0,0,2010,12,16,3,4,379,561.38,0.18064516129032257,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9659258262890683,-1.0,-1.8369701987210297e-16
2.0,29.0,11895.57,59.47785,56.31438860270064,32.465,364.0,367,0.175,1.763819095477387,75,2.586206896551724,17,0,0.085,58,0.0,5.0,6,3,0,0,2,0,1,2010,7,10,5,3,538,410.19206896551725,0.005494505494505495,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890682,0.49999999999999994,-0.8660254037844387
46.0,15.0,7912.790000000001,53.10597315436242,55.95675037074015,22.114093959731544,320.0,367,0.1073825503355704,2.1283783783783785,119,7.933333333333334,11,0,0.0738255033557047,58,2.0,5.0,4,3,0,1,2,0,0,2010,4,9,4,2,630,527.5193333333334,0.14375,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7818314824680298,0.6234898018587336,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
15.0,14.0,4393.610000000001,14.793299663299663,23.312296196220228,5.225589225589226,351.0,367,0.0606060606060606,1.162162162162162,189,13.5,1,0,0.0033670033670033,64,2.0,1.0,6,3,1,0,1,0,0,2010,10,9,5,4,447,313.82928571428573,0.042735042735042736,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-1.0,-0.4999999999999997,-0.8660254037844388
73.0,4.0,684.42,18.011052631578945,19.140693143069694,29.68421052631579,293.0,367,0.0,7.864864864864865,26,6.5,0,0,0.0,41,2.0,3.0,2,2,0,2,2,0,0,2010,9,14,1,3,472,171.105,0.24914675767918087,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004
5.0,10.0,2056.29,14.480915492957749,9.21060927786016,15.0,361.0,367,0.0,2.5460992907801416,124,12.4,2,0,0.0140845070422535,46,0.0,2.0,3,3,0,0,2,0,0,2010,10,14,3,4,442,205.629,0.013850415512465374,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844387,-2.4492935982947064e-16,1.0
236.0,3.0,99.77,16.628333333333334,128.51008994108855,14.5,130.0,367,0.0,26.0,4,1.3333333333333333,2,0,0.3333333333333333,44,2.0,1.0,6,0,0,3,1,1,0,2010,10,6,2,4,450,33.25666666666667,1.8153846153846154,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890682,-2.4492935982947064e-16,1.0
1.0,24.0,8257.04,17.419915611814346,17.07248085457592,11.278481012658228,365.0,367,0.0632911392405063,0.7505285412262156,264,11.0,14,0,0.0295358649789029,63,3.0,2.0,4,3,1,0,1,0,1,2010,1,31,6,1,698,344.04333333333335,0.0027397260273972603,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9659258262890683,-2.4492935982947064e-16,1.0
19.0,21.0,6840.2300000000005,10.823148734177217,13.944514456002375,6.746835443037975,348.0,367,0.0,0.5356576862123613,339,16.142857142857142,8,0,0.0126582278481012,70,2.0,3.0,5,3,1,0,1,0,1,2010,10,20,2,4,436,325.7252380952381,0.05459770114942529,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9659258262890683,-0.5000000000000004,0.8660254037844384
367.0,1.0,145.93,3.242888888888889,2.5058165265331107,1.3777777777777778,0.0,367,0.0,0.0,44,44.0,0,0,0.0,48,1.0,5.0,3,1,1,3,0,1,0,2010,9,26,6,3,460,145.93,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
23.0,12.0,3967.78,5.886913946587537,6.402839936977736,5.176557863501484,343.0,367,0.0,0.5007429420505201,415,34.583333333333336,2,0,0.0029673590504451,52,0.0,4.0,3,3,0,0,1,0,0,2010,2,9,1,1,689,330.64833333333337,0.06705539358600583,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9659258262890682,-1.0,-1.8369701987210297e-16
25.0,3.0,559.51,4.624049586776859,3.9017576335356856,2.330578512396694,342.0,367,0.0,2.85,106,35.333333333333336,0,0,0.0,52,0.0,3.0,6,2,1,0,0,0,0,2010,11,29,0,4,396,186.50333333333333,0.07309941520467836,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
3.0,10.0,1483.31,6.258691983122363,5.931055546191734,2.607594936708861,363.0,367,0.0,1.521186440677966,156,15.6,2,0,0.0084388185654008,42,1.0,1.0,6,2,1,0,0,0,0,2011,1,5,2,1,359,148.331,0.008264462809917356,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
96.0,6.0,2380.6400000000003,19.83866666666667,28.98851139960909,13.1,270.0,367,0.175,2.2521008403361344,112,18.666666666666668,5,0,0.0416666666666666,69,2.0,2.0,5,3,1,3,1,1,0,2010,10,11,0,4,445,396.77333333333337,0.35555555555555557,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
18.0,4.0,990.23,19.8046,31.03836159743393,16.88,348.0,367,0.0,7.081632653061225,43,10.75,0,0,0.0,80,1.0,5.0,5,2,0,0,2,0,0,2010,12,14,1,4,381,247.5575,0.05172413793103448,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
157.0,3.0,781.3599999999999,4.269726775956284,6.414963570999148,2.672131147540984,209.0,367,0.0,1.1483516483516485,147,49.0,0,0,0.0,78,0.0,2.0,5,2,1,3,0,1,0,2010,10,1,4,4,455,260.4533333333333,0.7511961722488039,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
1.0,26.0,15477.34,71.98762790697674,60.37395536490016,17.4,365.0,367,0.1069767441860465,1.6542056074766356,52,2.0,5,0,0.0232558139534883,43,1.0,4.0,6,3,0,0,2,0,0,2010,1,22,4,1,707,595.2823076923077,0.0027397260273972603,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.8660254037844387,-2.4492935982947064e-16,1.0
16.0,10.0,1491.2400000000002,9.32025,8.845800122731733,4.7,350.0,367,0.0,2.1823899371069184,125,12.5,5,0,0.03125,49,3.0,5.0,3,2,1,0,0,0,0,2010,8,31,1,3,486,149.12400000000002,0.045714285714285714,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-0.5000000000000004,0.8660254037844384
71.0,5.0,422.13,16.8852,27.398727330540986,6.6,295.0,366,0.0,12.208333333333334,22,4.4,3,0,0.12,40,0.0,5.0,2,1,2,2,1,0,0,2010,12,21,1,4,374,84.426,0.24067796610169492,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.25881904510252063,-1.0,-1.8369701987210297e-16
60.0,3.0,555.89,9.42186440677966,10.37670243191968,4.423728813559322,306.0,366,0.0,5.258620689655173,52,17.333333333333332,0,0,0.0,50,1.0,5.0,3,2,1,1,0,0,0,2010,9,11,5,3,475,185.29666666666665,0.19607843137254902,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.9659258262890683,-2.4492935982947064e-16,1.0
256.0,5.0,4464.1,81.16545454545455,114.34807156090116,48.50909090909091,110.0,366,0.0,2.037037037037037,29,5.8,3,0,0.0545454545454545,20,1.0,4.0,0,3,1,3,2,1,0,2010,1,2,5,1,727,892.82,2.327272727272727,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-2.4492935982947064e-16,1.0
40.0,11.0,2741.08,16.71390243902439,7.579720725239952,7.115853658536586,326.0,366,0.3536585365853658,1.9754601226993864,85,7.727272727272727,7,0,0.0426829268292682,47,2.0,4.0,6,3,2,1,1,0,0,2010,12,17,4,4,378,249.1890909090909,0.12269938650306748,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
22.0,10.0,2119.41,46.0741304347826,41.061305904225534,20.76086956521739,344.0,366,0.0,7.555555555555555,18,1.8,0,0,0.0,42,2.0,3.0,2,3,0,0,2,0,0,2010,10,18,0,4,438,211.94099999999997,0.06395348837209303,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004
1.0,40.0,10510.0,37.535714285714285,122.90483858026651,9.264285714285714,365.0,366,0.1857142857142857,1.2616487455197132,113,2.825,79,1,0.2821428571428571,59,1.0,1.0,4,3,1,0,1,0,1,2010,4,23,4,2,616,262.75,0.0027397260273972603,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,-0.8660254037844386,0.5000000000000001
163.0,14.0,5664.57,65.8670930232558,51.91994359795448,53.43023255813954,203.0,366,0.0,2.3411764705882354,63,4.5,2,0,0.0232558139534883,48,1.0,3.0,3,3,1,3,2,1,0,2010,7,17,5,3,531,404.6121428571428,0.8029556650246306,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-1.0,0.8660254037844387,-0.4999999999999998
25.0,4.0,1007.35,19.006603773584903,15.212211054508431,6.509433962264151,341.0,366,0.0,6.538461538461538,42,10.5,7,0,0.1320754716981132,56,2.0,4.0,6,2,1,0,1,0,0,2010,7,16,4,3,532,251.8375,0.07331378299120235,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-2.4492935982947064e-16,1.0
2.0,24.0,1925.36,17.994018691588785,15.734482314259994,6.327102803738318,364.0,366,0.102803738317757,3.349056603773585,78,3.25,7,0,0.0654205607476635,75,2.0,5.0,5,2,1,0,1,0,0,2010,12,14,1,4,381,80.22333333333333,0.005494505494505495,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-1.0,-1.0,-1.8369701987210297e-16
52.0,5.0,1253.36,104.44666666666669,121.72664437794694,30.58333333333333,313.0,366,0.0,28.454545454545453,9,1.8,0,0,0.0,20,0.0,1.0,0,2,2,1,2,0,0,2010,11,27,5,4,398,250.67199999999997,0.16613418530351437,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.7071067811865479,0.8660254037844387,-0.4999999999999998
8.0,18.0,2855.3500000000004,17.625617283950618,52.47852808993559,12.425925925925926,358.0,366,0.0,2.1552795031055902,94,5.222222222222222,19,0,0.1172839506172839,32,3.0,4.0,6,3,0,0,1,0,0,2010,9,16,3,3,470,158.6305555555556,0.0223463687150838,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004
25.0,3.0,2338.6000000000004,55.68095238095239,34.60732502538027,17.0,341.0,366,0.0,8.317073170731707,27,9.0,0,0,0.0,63,3.0,4.0,4,3,2,0,2,0,0,2010,1,29,4,1,700,779.5333333333334,0.07331378299120235,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.8660254037844388,-1.0,-1.8369701987210297e-16
4.0,7.0,1383.2700000000002,17.50974683544304,9.149075191414866,11.78481012658228,362.0,366,0.0,4.602564102564102,50,7.142857142857143,1,0,0.0126582278481012,41,3.0,3.0,2,2,2,0,1,0,0,2010,11,16,1,4,409,197.61000000000004,0.011049723756906077,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.8660254037844388,-2.4492935982947064e-16,1.0
366.0,1.0,129.75,43.25,50.891428551377885,9.666666666666666,0.0,366,0.0,0.0,3,3.0,0,0,0.0,67,1.0,5.0,5,1,1,3,1,1,0,2010,4,1,3,2,638,129.75,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-2.4492935982947064e-16,1.0
358.0,2.0,138.9,17.3625,20.33588928119798,8.75,8.0,366,0.0,1.1428571428571428,7,3.5,1,0,0.125,49,1.0,4.0,3,1,1,3,1,1,0,2010,1,25,0,1,704,69.45,44.75,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-2.4492935982947064e-16,1.0
4.0,7.0,6989.63,22.547193548387096,17.53714680295252,11.761290322580646,362.0,366,0.1129032258064516,1.1650485436893203,205,29.285714285714285,0,0,0.0,64,1.0,2.0,4,3,1,0,1,0,0,2009,12,18,4,4,742,998.5185714285715,0.011049723756906077,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-2.4492935982947064e-16,1.0
2.0,14.0,3774.1,19.45412371134021,101.65782786037836,14.185567010309278,364.0,366,0.3041237113402061,1.865284974093264,115,8.214285714285714,2,0,0.0103092783505154,55,3.0,1.0,6,3,0,0,1,0,1,2011,5,1,6,2,243,269.5785714285714,0.005494505494505495,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-2.4492935982947064e-16,1.0
151.0,3.0,212.96,11.83111111111111,11.359483671410674,6.666666666666667,215.0,366,0.0,12.588235294117649,17,5.666666666666667,2,0,0.1111111111111111,47,0.0,5.0,6,1,1,3,1,1,0,2010,11,6,5,4,419,70.98666666666666,0.7023255813953488,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.9659258262890683,1.2246467991473532e-16,-1.0
33.0,6.0,3755.38,21.21683615819209,26.462830732704617,9.858757062146893,333.0,366,0.2655367231638418,1.8863636363636365,157,26.166666666666668,5,0,0.0282485875706214,62,1.0,5.0,6,3,0,1,1,0,0,2009,12,22,1,4,738,625.8966666666666,0.0990990990990991,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.4999999999999998,0.49999999999999994,-0.8660254037844387
366.0,1.0,-14.9,-7.449999999999999,3.5355339059327373,-1.0,0.0,366,0.0,0.0,2,2.0,2,0,1.0,80,2.0,2.0,5,0,2,3,0,1,0,2010,4,26,0,2,613,-14.9,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844388,-2.4492935982947064e-16,1.0
16.0,35.0,6180.49,5.328008620689655,4.063278374350766,3.6241379310344826,350.0,366,0.1172413793103448,0.2916307161345988,368,10.514285714285714,41,0,0.0353448275862069,47,4.0,2.0,6,3,2,0,0,0,1,2010,2,18,3,1,680,176.58542857142857,0.045714285714285714,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.8660254037844388,1.2246467991473532e-16,-1.0
121.0,14.0,3429.9700000000003,22.715033112582784,205.76048984802424,1.8940397350993377,245.0,366,0.1589403973509933,1.5933333333333333,134,9.571428571428571,1,1,0.0066225165562913,59,4.0,2.0,4,3,2,3,0,1,0,2010,12,18,5,4,377,244.99785714285716,0.49387755102040815,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844388,0.8660254037844387,-0.4999999999999998
9.0,3.0,1333.6799999999998,17.098461538461535,8.864148434707502,12.205128205128204,356.0,366,0.4230769230769231,4.6103896103896105,61,20.33333333333333,0,0,0.0,19,0.0,2.0,0,2,2,0,1,0,0,2010,11,30,1,4,395,444.55999999999995,0.025280898876404494,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
257.0,2.0,346.6,15.069565217391306,16.555943310282284,6.043478260869565,109.0,366,0.0,4.954545454545454,23,11.5,0,0,0.0,43,6.0,1.0,2,1,2,3,1,1,0,2010,12,22,2,4,373,173.3,2.3577981651376145,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844388,-2.4492935982947064e-16,1.0
72.0,8.0,1119.81,5.802124352331606,11.316411116948222,2.098445595854922,294.0,366,0.233160621761658,1.515625,127,15.875,0,0,0.0,34,0.0,4.0,1,2,1,2,0,0,0,2010,11,23,1,4,402,139.97625,0.24489795918367346,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-2.4492935982947064e-16,1.0
366.0,1.0,590.0,590.0,0.0,200.0,0.0,366,0.0,1.15,1,1.0,0,0,0.0,61,0.0,5.0,6,2,2,3,2,1,1,2010,7,20,1,3,528,590.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8660254037844388,-2.4492935982947064e-16,1.0
9.0,4.0,538.59,31.681764705882355,22.06155939504677,15.352941176470589,356.0,366,0.0,22.1875,11,2.75,1,0,0.0588235294117647,50,0.0,4.0,3,2,0,0,2,0,0,2010,9,2,3,3,484,134.6475,0.025280898876404494,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
11.0,13.0,14197.45,137.8393203883495,142.37258369078123,63.77669902912621,355.0,366,0.0,3.431372549019608,30,2.3076923076923075,4,0,0.0388349514563106,26,0.0,1.0,1,3,2,0,2,0,1,2010,3,7,6,1,663,1092.1115384615384,0.030985915492957747,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
1.0,4.0,729.2700000000001,6.511339285714286,9.481343700675268,7.705357142857143,365.0,366,0.0,3.2882882882882885,99,24.75,0,0,0.0,60,0.0,1.0,4,2,2,0,1,0,0,2010,10,27,2,4,429,182.31750000000002,0.0027397260273972603,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,-2.4492935982947064e-16,1.0
9.0,14.0,2205.63,16.709318181818183,12.718440851752003,11.62121212121212,357.0,366,0.0,2.6793893129771,92,6.571428571428571,12,0,0.0909090909090909,71,4.0,2.0,5,3,1,0,1,0,0,2010,10,24,6,4,432,157.54500000000002,0.025210084033613446,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-1.0,1.2246467991473532e-16,-1.0
205.0,2.0,483.80000000000007,21.990909090909096,9.640744838390914,7.909090909090909,161.0,366,0.0,7.666666666666667,17,8.5,0,0,0.0,65,1.0,1.0,5,1,2,3,1,1,0,2010,9,30,3,3,456,241.90000000000003,1.2732919254658386,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.7071067811865479,-2.4492935982947064e-16,1.0
